UsageID,CustomerID,SubscriptionID,UsageDate,MinutesWatched,Sessions,Device,ItemsConsumed
USE00000386,CUST00627,SUB000627,2025-08-25,0,1,Tablet,8
USE00000387,CUST03343,SUB003343,2024-04-05,1,3,Tablet,5
USE00000388,CUST00158,SUB000158,2025-09-06,1,1,Smart TV,9
USE00000389,CUST01805,SUB001805,2025-06-23,1,1,Tablet,0
USE00000390,CUST01792,SUB001792,2025-10-21,18,1,Smart TV,9
USE00000391,CUST02847,SUB002847,2025-05-30,56,1,Mobile,12
USE00000392,CUST02915,SUB002915,2024-10-05,0,1,Smart TV,1
USE00000393,CUST02242,SUB002242,2025-10-27,0,2,Smart TV,1
USE00000394,CUST03269,SUB003269,2025-11-17,23,1,Desktop,0
USE00000395,CUST00985,SUB000985,2025-03-29,83,1,Mobile,1
USE00000396,CUST00250,SUB000250,2025-09-26,85,1,Mobile,10
USE00000397,CUST00806,SUB000806,2025-05-25,23,1,Desktop,9
USE00000398,CUST02326,SUB002326,2025-11-15,41,5,Mobile,6
USE00000399,CUST03446,SUB003446,2025-11-17,9,1,Desktop,1
USE00000400,CUST00455,SUB000455,2024-10-18,46,3,Tablet,5
USE00000401,CUST01094,SUB001094,2025-04-02,63,1,Desktop,1
USE00000402,CUST02207,SUB002207,2025-02-18,67,1,Mobile,0
USE00000403,CUST01821,SUB001821,2025-02-24,6,1,Mobile,3
USE00000404,CUST02766,SUB002766,2025-07-23,26,1,Desktop,1
USE00000405,CUST00561,SUB000561,2025-08-17,0,1,Mobile,8
USE00000406,CUST02475,SUB002475,2024-09-25,85,1,Desktop,6
USE00000407,CUST02943,SUB002943,2025-06-14,52,1,Mobile,3
USE00000408,CUST01337,SUB001337,2025-10-09,31,1,Desktop,0
USE00000409,CUST00691,SUB000691,2025-11-16,112,2,Mobile,2
USE00000410,CUST03192,SUB003192,2025-08-26,27,1,Tablet,3
USE00000411,CUST02181,SUB002181,2025-08-16,35,3,Tablet,1
USE00000412,CUST02127,SUB002127,2024-08-21,87,1,Tablet,2
USE00000413,CUST00801,SUB000801,2025-02-23,46,1,Desktop,2
USE00000414,CUST02853,SUB002853,2025-10-21,18,2,Mobile,14
USE00000415,CUST02143,SUB002143,2025-02-19,67,1,Console,2
USE00000416,CUST00147,SUB000147,2025-11-04,17,1,Desktop,1
USE00000417,CUST02242,SUB002242,2025-11-14,0,1,Tablet,0
USE00000418,CUST00833,SUB000833,2025-05-06,36,1,Mobile,4
USE00000419,CUST02281,SUB002281,2025-09-24,63,1,Tablet,0
USE00000420,CUST02317,SUB002317,2025-11-02,100,1,Mobile,2
USE00000421,CUST02660,SUB002660,2025-08-13,41,1,Desktop,15
USE00000422,CUST01258,SUB001258,2025-06-20,0,1,Tablet,4
USE00000423,CUST00555,SUB000555,2025-11-05,71,2,Smart TV,1
USE00000424,CUST01414,SUB001414,2025-10-24,43,2,Smart TV,3
USE00000425,CUST01149,SUB001149,2025-04-08,20,1,Mobile,9
USE00000426,CUST03013,SUB003013,2025-11-10,24,2,Tablet,19
USE00000427,CUST00959,SUB000959,2025-01-24,76,1,Mobile,8
USE00000428,CUST01162,SUB001162,2024-03-03,78,2,Mobile,27
USE00000429,CUST03137,SUB003137,2025-11-15,11,1,Mobile,1
USE00000430,CUST03290,SUB003290,2025-09-21,40,1,Desktop,2
USE00000431,CUST00269,SUB000269,2025-07-17,37,1,Mobile,0
USE00000432,CUST02232,SUB002232,2025-03-23,49,2,Mobile,4
USE00000433,CUST01938,SUB001938,2025-11-17,60,1,Console,1
USE00000434,CUST03465,SUB003465,2025-03-24,0,1,Tablet,0
USE00000435,CUST02799,SUB002799,2025-10-23,0,2,Mobile,0
USE00000436,CUST00277,SUB000277,2025-10-17,0,1,Desktop,2
USE00000437,CUST02185,SUB002185,2025-10-23,37,2,Tablet,14
USE00000438,CUST00597,SUB000597,2025-05-04,5,1,Tablet,1
USE00000439,CUST00069,SUB000069,2025-01-30,107,1,Tablet,2
USE00000440,CUST02805,SUB002805,2025-10-08,0,1,Smart TV,0
USE00000441,CUST02327,SUB002327,2025-03-04,57,1,Mobile,12
USE00000442,CUST00079,SUB000079,2025-10-21,94,1,Smart TV,3
USE00000443,CUST03496,SUB003496,2025-05-15,0,1,Mobile,9
USE00000444,CUST01025,SUB001025,2025-10-16,149,1,Desktop,0
USE00000445,CUST01125,SUB001125,2025-06-14,5,5,Mobile,7
USE00000446,CUST01647,SUB001647,2025-11-14,0,1,Mobile,5
USE00000447,CUST00481,SUB000481,2025-02-06,25,1,Tablet,3
USE00000448,CUST02049,SUB002049,2025-11-10,0,2,Desktop,0
USE00000449,CUST02237,SUB002237,2025-05-11,57,1,Mobile,3
USE00000450,CUST00345,SUB000345,2025-07-11,87,1,Desktop,10
USE00000451,CUST01029,SUB001029,2024-10-21,19,1,Tablet,22
USE00000452,CUST00458,SUB000458,2025-11-17,65,2,Console,3
USE00000453,CUST02541,SUB002541,2025-11-11,23,1,Mobile,4
USE00000454,CUST00117,SUB000117,2025-09-02,0,2,Desktop,3
USE00000455,CUST03186,SUB003186,2025-10-02,47,1,Smart TV,2
USE00000456,CUST00913,SUB000913,2025-11-10,22,1,Mobile,4
USE00000457,CUST01057,SUB001057,2025-08-01,32,1,Tablet,2
USE00000458,CUST00742,SUB000742,2025-09-15,7,1,Mobile,3
USE00000459,CUST00954,SUB000954,2024-04-23,89,1,Mobile,12
USE00000460,CUST01106,SUB001106,2025-07-20,46,1,Desktop,1
USE00000461,CUST00088,SUB000088,2024-12-23,6,3,Mobile,6
USE00000462,CUST00487,SUB000487,2024-07-01,7,1,Mobile,12
USE00000463,CUST02187,SUB002187,2024-09-18,0,1,Smart TV,6
USE00000464,CUST02185,SUB002185,2025-10-17,0,1,Mobile,10
USE00000465,CUST01477,SUB001477,2025-11-11,86,2,Mobile,2
USE00000466,CUST01504,SUB001504,2025-11-16,72,1,Tablet,6
USE00000467,CUST01964,SUB001964,2025-02-26,37,1,Mobile,2
USE00000468,CUST01323,SUB001323,2025-09-19,0,1,Mobile,15
USE00000469,CUST00167,SUB000167,2025-08-13,36,1,Mobile,3
USE00000470,CUST03106,SUB003106,2025-08-19,108,1,Mobile,8
USE00000471,CUST02860,SUB002860,2025-09-19,36,1,Mobile,0
USE00000472,CUST00612,SUB000612,2025-09-18,10,1,Desktop,3
USE00000473,CUST01853,SUB001853,2025-10-24,38,1,Mobile,1
USE00000474,CUST01812,SUB001812,2025-08-23,69,3,Desktop,11
USE00000475,CUST00442,SUB000442,2024-09-27,51,2,Mobile,6
USE00000476,CUST03343,SUB003343,2024-03-15,0,1,Mobile,6
USE00000477,CUST00492,SUB000492,2024-09-21,40,1,Tablet,1
USE00000478,CUST01676,SUB001676,2024-12-16,39,1,Mobile,1
USE00000479,CUST00038,SUB000038,2025-10-01,47,1,Tablet,3
USE00000480,CUST00314,SUB000314,2025-07-08,57,1,Tablet,33
USE00000481,CUST00748,SUB000748,2025-11-09,83,1,Desktop,4
USE00000482,CUST00889,SUB000889,2025-11-13,0,1,Tablet,18
USE00000483,CUST02128,SUB002128,2025-07-15,14,1,Mobile,25
USE00000484,CUST03202,SUB003202,2025-09-22,82,1,Desktop,2
USE00000485,CUST01547,SUB001547,2025-08-18,35,2,Mobile,20
USE00000486,CUST00806,SUB000806,2025-06-04,54,3,Tablet,20
USE00000487,CUST02198,SUB002198,2024-07-23,6,1,Mobile,7
USE00000488,CUST03204,SUB003204,2024-12-23,99,2,Mobile,1
USE00000489,CUST01184,SUB001184,2025-04-01,68,1,Smart TV,1
USE00000490,CUST01900,SUB001900,2025-11-13,0,1,Mobile,11
USE00000491,CUST02274,SUB002274,2025-08-28,0,1,Tablet,3
USE00000492,CUST01245,SUB001245,2025-01-22,27,1,Mobile,9
USE00000493,CUST02718,SUB002718,2025-08-05,0,1,Mobile,1
USE00000494,CUST00900,SUB000900,2025-08-27,0,1,Tablet,6
USE00000495,CUST00144,SUB000144,2025-06-03,24,2,Mobile,1
USE00000496,CUST01682,SUB001682,2025-08-28,53,2,Mobile,0
USE00000497,CUST02013,SUB002013,2025-03-14,16,1,Tablet,0
USE00000498,CUST00063,SUB000063,2025-11-07,5,1,Mobile,4
USE00000499,CUST00458,SUB000458,2025-11-16,51,1,Smart TV,6
USE00000500,CUST01331,SUB001331,2025-10-28,109,2,Mobile,21
USE00000501,CUST01923,SUB001923,2025-09-30,29,1,Mobile,1
USE00000502,CUST00615,SUB000615,2025-04-08,69,1,Desktop,1
USE00000503,CUST01993,SUB001993,2025-03-22,111,1,Desktop,5
USE00000504,CUST02659,SUB002659,2025-10-31,19,1,Mobile,12
USE00000505,CUST01981,SUB001981,2025-05-09,20,1,Tablet,0
USE00000506,CUST00100,SUB000100,2025-11-16,118,1,Mobile,6
USE00000507,CUST01909,SUB001909,2025-06-28,33,3,Mobile,1
USE00000508,CUST01252,SUB001252,2025-02-12,90,1,Mobile,29
USE00000509,CUST00015,SUB000015,2025-10-25,54,1,Smart TV,6
USE00000510,CUST01507,SUB001507,2025-10-09,0,4,Mobile,6
USE00000511,CUST01837,SUB001837,2025-09-06,0,1,Smart TV,6
USE00000512,CUST02916,SUB002916,2023-09-13,0,1,Mobile,3
USE00000513,CUST00629,SUB000629,2025-11-07,41,1,Mobile,0
USE00000514,CUST00693,SUB000693,2025-07-28,0,1,Mobile,0
USE00000515,CUST01151,SUB001151,2025-02-15,36,1,Tablet,19
USE00000516,CUST01481,SUB001481,2023-10-11,77,1,Mobile,0
USE00000517,CUST00995,SUB000995,2024-12-25,55,1,Mobile,2
USE00000518,CUST02436,SUB002436,2024-04-13,59,1,Mobile,1
USE00000519,CUST01238,SUB001238,2025-10-10,50,1,Mobile,1
USE00000520,CUST00079,SUB000079,2025-09-05,21,1,Desktop,1
USE00000521,CUST00872,SUB000872,2025-10-25,52,1,Mobile,9
USE00000522,CUST01911,SUB001911,2025-10-19,10,2,Smart TV,1
USE00000523,CUST00507,SUB000507,2025-03-27,0,5,Tablet,6
USE00000524,CUST00476,SUB000476,2024-10-06,95,1,Smart TV,2
USE00000525,CUST02562,SUB002562,2025-04-29,134,1,Smart TV,17
USE00000526,CUST01169,SUB001169,2025-10-03,69,1,Smart TV,3
USE00000527,CUST01620,SUB001620,2025-10-11,21,1,Mobile,2
USE00000528,CUST03120,SUB003120,2025-10-21,30,2,Mobile,1
USE00000529,CUST01763,SUB001763,2024-09-27,17,1,Mobile,2
USE00000530,CUST00788,SUB000788,2025-09-13,56,1,Mobile,3
USE00000531,CUST02161,SUB002161,2025-10-31,23,2,Mobile,4
USE00000532,CUST02426,SUB002426,2024-12-22,8,1,Smart TV,7
USE00000533,CUST02498,SUB002498,2025-07-12,3,1,Tablet,1
USE00000534,CUST02580,SUB002580,2025-04-11,30,1,Desktop,2
USE00000535,CUST02749,SUB002749,2025-07-05,22,1,Desktop,8
USE00000536,CUST03450,SUB003450,2025-08-06,47,2,Smart TV,7
USE00000537,CUST00069,SUB000069,2024-09-25,17,1,Mobile,0
USE00000538,CUST00191,SUB000191,2024-05-01,42,1,Mobile,4
USE00000539,CUST00422,SUB000422,2025-01-17,1,2,Mobile,12
USE00000540,CUST02604,SUB002604,2025-01-08,162,2,Smart TV,1
USE00000541,CUST00572,SUB000572,2025-11-17,37,2,Mobile,6
USE00000542,CUST01873,SUB001873,2025-06-17,116,1,Tablet,4
USE00000543,CUST02791,SUB002791,2025-09-30,27,1,Desktop,1
USE00000544,CUST01312,SUB001312,2025-09-05,11,1,Mobile,1
USE00000545,CUST03330,SUB003330,2025-11-16,81,3,Mobile,20
USE00000546,CUST03081,SUB003081,2024-07-17,56,2,Desktop,8
USE00000547,CUST00317,SUB000317,2025-03-03,6,1,Smart TV,1
USE00000548,CUST00222,SUB000222,2024-04-08,0,2,Desktop,4
USE00000549,CUST02766,SUB002766,2025-07-09,95,2,Mobile,1
USE00000550,CUST03134,SUB003134,2025-05-29,50,1,Tablet,1
USE00000551,CUST02951,SUB002951,2025-11-17,88,3,Tablet,5
USE00000552,CUST00400,SUB000400,2025-07-26,47,1,Desktop,4
USE00000553,CUST01639,SUB001639,2025-11-03,46,1,Mobile,6
USE00000554,CUST02149,SUB002149,2025-07-12,50,1,Mobile,5
USE00000555,CUST02630,SUB002630,2025-10-05,27,2,Desktop,0
USE00000556,CUST02738,SUB002738,2025-03-17,73,1,Mobile,11
USE00000557,CUST01884,SUB001884,2025-10-11,39,1,Tablet,16
USE00000558,CUST01634,SUB001634,2024-11-16,79,1,Tablet,1
USE00000559,CUST00790,SUB000790,2025-06-09,31,1,Mobile,10
USE00000560,CUST02679,SUB002679,2025-11-04,7,1,Mobile,6
USE00000561,CUST01057,SUB001057,2025-09-04,44,1,Mobile,5
USE00000562,CUST01800,SUB001800,2025-11-01,0,1,Mobile,1
USE00000563,CUST00800,SUB000800,2024-02-21,0,1,Mobile,2
USE00000564,CUST01405,SUB001405,2025-07-14,57,1,Tablet,0
USE00000565,CUST02478,SUB002478,2025-06-13,63,1,Mobile,6
USE00000566,CUST02122,SUB002122,2025-11-17,0,1,Tablet,1
USE00000567,CUST02925,SUB002925,2025-10-27,55,1,Mobile,6
USE00000568,CUST01991,SUB001991,2025-03-04,15,1,Desktop,5
USE00000569,CUST01950,SUB001950,2025-03-27,47,2,Tablet,3
USE00000570,CUST00062,SUB000062,2025-11-12,0,3,Desktop,10
USE00000571,CUST03389,SUB003389,2023-08-05,68,4,Mobile,0
USE00000572,CUST03112,SUB003112,2025-07-09,34,1,Mobile,6
USE00000573,CUST02355,SUB002355,2025-09-22,49,2,Smart TV,10
USE00000574,CUST01395,SUB001395,2025-06-21,25,1,Mobile,8
USE00000575,CUST00978,SUB000978,2025-08-06,0,1,Smart TV,6
USE00000576,CUST00806,SUB000806,2025-06-01,20,4,Tablet,2
USE00000577,CUST01200,SUB001200,2025-10-20,0,1,Tablet,9
USE00000578,CUST01276,SUB001276,2025-09-13,44,1,Mobile,3
USE00000579,CUST00215,SUB000215,2025-08-18,0,3,Mobile,2
USE00000580,CUST01235,SUB001235,2025-11-17,0,1,Desktop,2
USE00000581,CUST02934,SUB002934,2025-06-05,6,2,Mobile,0
USE00000582,CUST01193,SUB001193,2024-07-05,24,1,Mobile,5
USE00000583,CUST01253,SUB001253,2025-03-04,56,3,Desktop,9
USE00000584,CUST03431,SUB003431,2025-09-19,85,1,Mobile,11
USE00000585,CUST02982,SUB002982,2025-10-18,6,2,Mobile,9
USE00000586,CUST02431,SUB002431,2025-07-02,50,2,Mobile,0
USE00000587,CUST00758,SUB000758,2024-07-23,11,1,Desktop,2
USE00000588,CUST00613,SUB000613,2025-11-15,27,1,Smart TV,42
USE00000589,CUST00833,SUB000833,2025-05-18,0,1,Desktop,0
USE00000590,CUST01520,SUB001520,2025-10-21,13,1,Tablet,1
USE00000591,CUST02872,SUB002872,2024-11-18,25,1,Mobile,6
USE00000592,CUST00327,SUB000327,2024-02-14,22,4,Mobile,7
USE00000593,CUST03130,SUB003130,2025-04-24,125,3,Mobile,2
USE00000594,CUST03009,SUB003009,2025-10-23,32,2,Mobile,2
USE00000595,CUST00844,SUB000844,2025-09-05,113,1,Smart TV,3
USE00000596,CUST00986,SUB000986,2025-11-14,83,1,Mobile,13
USE00000597,CUST00590,SUB000590,2025-03-24,0,2,Mobile,5
USE00000598,CUST03499,SUB003499,2025-10-31,79,1,Tablet,5
USE00000599,CUST00751,SUB000751,2025-08-19,17,2,Mobile,0
USE00000600,CUST02338,SUB002338,2025-09-19,7,1,Mobile,7
USE00000601,CUST02731,SUB002731,2024-06-30,69,1,Tablet,0
USE00000602,CUST00478,SUB000478,2024-06-26,48,1,Desktop,12
USE00000603,CUST02971,SUB002971,2024-08-17,0,1,Desktop,0
USE00000604,CUST00544,SUB000544,2025-09-17,84,1,Mobile,14
USE00000605,CUST01186,SUB001186,2025-06-21,8,1,Desktop,0
USE00000606,CUST00430,SUB000430,2024-11-02,7,1,Tablet,1
USE00000607,CUST02608,SUB002608,2025-09-23,10,1,Tablet,8
USE00000608,CUST01508,SUB001508,2025-10-28,62,1,Desktop,1
USE00000609,CUST03389,SUB003389,2024-02-12,3,1,Desktop,7
USE00000610,CUST03442,SUB003442,2025-10-12,38,1,Mobile,0
USE00000611,CUST01372,SUB001372,2025-10-31,46,3,Desktop,6
USE00000612,CUST01741,SUB001741,2025-09-06,19,1,Mobile,2
USE00000613,CUST00938,SUB000938,2025-07-23,34,1,Mobile,20
USE00000614,CUST03175,SUB003175,2025-08-26,43,1,Mobile,0
USE00000615,CUST00046,SUB000046,2023-09-20,70,2,Mobile,2
USE00000616,CUST00445,SUB000445,2025-07-30,30,1,Mobile,2
USE00000617,CUST03349,SUB003349,2025-10-18,40,1,Smart TV,10
USE00000618,CUST01890,SUB001890,2025-07-19,41,2,Tablet,7
USE00000619,CUST03273,SUB003273,2025-10-07,44,2,Mobile,17
USE00000620,CUST00454,SUB000454,2025-06-18,16,4,Tablet,1
USE00000621,CUST00168,SUB000168,2025-08-17,0,1,Desktop,4
USE00000622,CUST01726,SUB001726,2025-09-12,73,1,Tablet,2
USE00000623,CUST03370,SUB003370,2025-11-16,0,1,Desktop,15
USE00000624,CUST01714,SUB001714,2025-09-21,74,1,Desktop,1
USE00000625,CUST02884,SUB002884,2025-09-26,44,1,Tablet,1
USE00000626,CUST02791,SUB002791,2025-11-17,42,2,Mobile,0
USE00000627,CUST00325,SUB000325,2025-08-25,64,1,Desktop,17
USE00000628,CUST01263,SUB001263,2024-10-01,15,3,Desktop,0
USE00000629,CUST01632,SUB001632,2025-05-26,57,2,Desktop,5
USE00000630,CUST02355,SUB002355,2025-09-24,94,1,Mobile,2
USE00000631,CUST01482,SUB001482,2025-08-17,26,1,Mobile,4
USE00000632,CUST01403,SUB001403,2025-11-12,14,1,Tablet,0
USE00000633,CUST02349,SUB002349,2025-11-09,112,1,Mobile,16
USE00000634,CUST00657,SUB000657,2025-04-30,77,1,Smart TV,0
USE00000635,CUST02194,SUB002194,2024-11-03,82,1,Mobile,16
USE00000636,CUST02042,SUB002042,2025-10-01,0,1,Smart TV,3
USE00000637,CUST01782,SUB001782,2025-07-06,31,1,Mobile,2
USE00000638,CUST01193,SUB001193,2024-10-01,104,3,Tablet,5
USE00000639,CUST02646,SUB002646,2025-07-06,98,1,Mobile,2
USE00000640,CUST02772,SUB002772,2024-11-21,104,1,Tablet,0
USE00000641,CUST00664,SUB000664,2025-11-03,0,1,Desktop,23
USE00000642,CUST01755,SUB001755,2025-06-12,52,1,Mobile,0
USE00000643,CUST01877,SUB001877,2025-07-21,43,1,Desktop,6
USE00000644,CUST02873,SUB002873,2025-09-22,24,3,Mobile,4
USE00000645,CUST01798,SUB001798,2025-11-14,14,1,Mobile,0
USE00000646,CUST01913,SUB001913,2025-09-22,94,3,Mobile,9
USE00000647,CUST01561,SUB001561,2025-11-04,35,3,Mobile,2
USE00000648,CUST02844,SUB002844,2025-10-24,37,1,Mobile,0
USE00000649,CUST00914,SUB000914,2025-08-17,0,1,Mobile,22
USE00000650,CUST02689,SUB002689,2025-06-07,96,3,Desktop,2
USE00000651,CUST02756,SUB002756,2025-10-24,26,1,Mobile,0
USE00000652,CUST02367,SUB002367,2025-07-01,0,1,Mobile,2
USE00000653,CUST00961,SUB000961,2025-06-26,109,1,Mobile,2
USE00000654,CUST02459,SUB002459,2025-11-11,81,1,Mobile,2
USE00000655,CUST01033,SUB001033,2025-06-28,34,1,Mobile,13
USE00000656,CUST01548,SUB001548,2025-10-17,28,1,Tablet,1
USE00000657,CUST01231,SUB001231,2024-06-01,24,2,Mobile,5
USE00000658,CUST02061,SUB002061,2025-07-03,120,1,Mobile,6
USE00000659,CUST00940,SUB000940,2025-08-25,46,1,Tablet,37
USE00000660,CUST02145,SUB002145,2025-09-13,22,1,Tablet,4
USE00000661,CUST02425,SUB002425,2025-09-20,0,1,Tablet,1
USE00000662,CUST01679,SUB001679,2025-08-01,0,1,Tablet,6
USE00000663,CUST00769,SUB000769,2025-10-04,0,1,Smart TV,1
USE00000664,CUST02198,SUB002198,2024-07-14,12,1,Tablet,13
USE00000665,CUST00457,SUB000457,2025-10-08,35,1,Mobile,1
USE00000666,CUST03101,SUB003101,2024-11-07,76,1,Mobile,2
USE00000667,CUST03349,SUB003349,2025-11-06,29,1,Desktop,2
USE00000668,CUST01244,SUB001244,2025-08-10,0,1,Mobile,12
USE00000669,CUST03080,SUB003080,2025-11-16,0,3,Mobile,23
USE00000670,CUST00500,SUB000500,2025-10-28,118,3,Mobile,0
USE00000671,CUST01251,SUB001251,2025-09-08,0,1,Desktop,3
USE00000672,CUST00031,SUB000031,2025-07-07,0,1,Smart TV,5
USE00000673,CUST02994,SUB002994,2024-10-26,34,2,Mobile,5
USE00000674,CUST00420,SUB000420,2025-10-19,5,4,Mobile,3
USE00000675,CUST00020,SUB000020,2025-10-12,17,1,Console,8
USE00000676,CUST02498,SUB002498,2025-04-25,32,2,Smart TV,4
USE00000677,CUST01351,SUB001351,2025-10-13,55,3,Smart TV,1
USE00000678,CUST03158,SUB003158,2025-09-10,86,2,Desktop,0
USE00000679,CUST01715,SUB001715,2025-11-05,0,3,Tablet,24
USE00000680,CUST02755,SUB002755,2024-06-15,71,1,Tablet,5
USE00000681,CUST00587,SUB000587,2025-08-18,93,1,Mobile,8
USE00000682,CUST02538,SUB002538,2025-04-14,61,1,Mobile,0
USE00000683,CUST00227,SUB000227,2025-03-05,1,1,Mobile,1
USE00000684,CUST00878,SUB000878,2024-01-01,82,1,Mobile,4
USE00000685,CUST02703,SUB002703,2025-04-14,4,1,Mobile,12
USE00000686,CUST00548,SUB000548,2025-03-28,85,1,Mobile,3
USE00000687,CUST02279,SUB002279,2025-09-03,67,3,Mobile,2
USE00000688,CUST00609,SUB000609,2025-07-04,81,1,Mobile,3
USE00000689,CUST02696,SUB002696,2025-09-19,45,1,Desktop,5
USE00000690,CUST01991,SUB001991,2025-02-10,103,2,Mobile,6
USE00000691,CUST01205,SUB001205,2024-06-11,78,3,Mobile,4
USE00000692,CUST00767,SUB000767,2025-10-17,63,2,Desktop,1
USE00000693,CUST01815,SUB001815,2024-05-22,95,2,Mobile,2
USE00000694,CUST02076,SUB002076,2025-09-23,0,2,Mobile,5
USE00000695,CUST02366,SUB002366,2025-07-14,54,1,Mobile,9
USE00000696,CUST02574,SUB002574,2025-11-13,24,1,Mobile,0
USE00000697,CUST01146,SUB001146,2025-11-03,78,1,Smart TV,1
USE00000698,CUST02412,SUB002412,2024-02-22,102,1,Mobile,9
USE00000699,CUST01139,SUB001139,2025-09-26,4,1,Tablet,7
USE00000700,CUST02122,SUB002122,2025-11-14,31,4,Tablet,5
USE00000701,CUST00133,SUB000133,2025-11-16,2,1,Desktop,2
USE00000702,CUST01771,SUB001771,2025-09-24,57,2,Smart TV,0
USE00000703,CUST03291,SUB003291,2025-03-08,9,2,Mobile,17
USE00000704,CUST00157,SUB000157,2025-06-06,102,1,Mobile,1
USE00000705,CUST02678,SUB002678,2025-05-17,38,1,Tablet,7
USE00000706,CUST03375,SUB003375,2025-05-01,64,2,Mobile,0
USE00000707,CUST01289,SUB001289,2025-10-31,70,2,Tablet,4
USE00000708,CUST00495,SUB000495,2025-11-11,51,3,Desktop,3
USE00000709,CUST00840,SUB000840,2025-11-07,75,1,Mobile,4
USE00000710,CUST00583,SUB000583,2025-09-17,0,1,Smart TV,1
USE00000711,CUST00072,SUB000072,2025-09-09,52,1,Mobile,1
USE00000712,CUST02516,SUB002516,2025-10-01,0,1,Tablet,1
USE00000713,CUST00097,SUB000097,2025-10-13,5,2,Mobile,1
USE00000714,CUST00846,SUB000846,2025-05-22,23,1,Mobile,1
USE00000715,CUST01495,SUB001495,2025-10-15,43,1,Mobile,4
USE00000716,CUST03469,SUB003469,2025-09-23,97,2,Desktop,0
USE00000717,CUST03193,SUB003193,2024-11-24,0,1,Console,3
USE00000718,CUST00864,SUB000864,2025-08-16,48,2,Smart TV,5
USE00000719,CUST02244,SUB002244,2025-09-11,0,1,Desktop,10
USE00000720,CUST01043,SUB001043,2025-10-21,1,1,Mobile,3
USE00000721,CUST00861,SUB000861,2025-07-30,0,1,Smart TV,5
USE00000722,CUST02311,SUB002311,2025-09-21,43,1,Desktop,2
USE00000723,CUST02389,SUB002389,2025-01-05,0,1,Tablet,6
USE00000724,CUST01264,SUB001264,2025-11-15,54,1,Mobile,9
USE00000725,CUST01530,SUB001530,2024-09-24,44,2,Tablet,12
USE00000726,CUST00153,SUB000153,2025-03-26,0,2,Desktop,10
USE00000727,CUST02237,SUB002237,2025-03-27,34,1,Mobile,5
USE00000728,CUST00953,SUB000953,2025-11-16,48,1,Mobile,2
USE00000729,CUST00317,SUB000317,2025-10-01,0,4,Mobile,8
USE00000730,CUST00171,SUB000171,2024-09-11,9,1,Tablet,24
USE00000731,CUST01929,SUB001929,2025-01-18,65,1,Mobile,5
USE00000732,CUST00616,SUB000616,2025-03-24,51,1,Desktop,4
USE00000733,CUST02036,SUB002036,2025-01-27,31,2,Tablet,0
USE00000734,CUST00205,SUB000205,2025-11-15,8,2,Tablet,3
USE00000735,CUST01372,SUB001372,2025-10-15,21,1,Mobile,18
USE00000736,CUST02388,SUB002388,2025-11-03,0,1,Mobile,6
USE00000737,CUST00886,SUB000886,2024-02-02,8,1,Smart TV,12
USE00000738,CUST01849,SUB001849,2024-10-19,33,1,Mobile,4
USE00000739,CUST02278,SUB002278,2025-09-04,4,2,Tablet,6
USE00000740,CUST03307,SUB003307,2025-10-23,0,1,Mobile,6
USE00000741,CUST00292,SUB000292,2025-11-14,64,1,Desktop,7
USE00000742,CUST02917,SUB002917,2025-09-01,0,2,Desktop,7
USE00000743,CUST02653,SUB002653,2025-07-06,0,1,Mobile,8
USE00000744,CUST01912,SUB001912,2025-07-26,19,2,Mobile,1
USE00000745,CUST00775,SUB000775,2025-02-20,27,3,Smart TV,0
USE00000746,CUST02292,SUB002292,2025-07-28,68,1,Console,4
USE00000747,CUST01780,SUB001780,2025-11-04,32,2,Tablet,9
USE00000748,CUST03030,SUB003030,2024-12-23,58,2,Tablet,0
USE00000749,CUST01977,SUB001977,2025-10-01,47,1,Desktop,5
USE00000750,CUST03229,SUB003229,2025-08-12,76,2,Console,1
USE00000751,CUST02887,SUB002887,2025-11-14,54,1,Mobile,0
USE00000752,CUST02825,SUB002825,2025-10-16,128,1,Mobile,0
USE00000753,CUST01957,SUB001957,2024-04-04,0,1,Desktop,0
USE00000754,CUST00444,SUB000444,2025-10-19,69,1,Mobile,6
USE00000755,CUST00474,SUB000474,2025-11-09,0,1,Smart TV,9
USE00000756,CUST01332,SUB001332,2025-06-08,14,1,Mobile,2
USE00000757,CUST00257,SUB000257,2025-06-08,2,1,Mobile,16
USE00000758,CUST03217,SUB003217,2025-08-13,0,1,Mobile,4
USE00000759,CUST01875,SUB001875,2024-12-05,82,1,Mobile,15
USE00000760,CUST01745,SUB001745,2025-11-17,19,2,Mobile,4
USE00000761,CUST01237,SUB001237,2025-06-23,29,4,Mobile,14
USE00000762,CUST00670,SUB000670,2025-05-30,17,1,Desktop,14
USE00000763,CUST02805,SUB002805,2025-08-13,55,2,Mobile,19
USE00000764,CUST02084,SUB002084,2025-09-24,0,1,Mobile,2
USE00000765,CUST02436,SUB002436,2024-04-30,83,1,Desktop,0
USE00000766,CUST01316,SUB001316,2025-08-14,45,1,Mobile,13
USE00000767,CUST00796,SUB000796,2025-02-26,0,1,Smart TV,0
USE00000768,CUST03165,SUB003165,2025-03-08,59,6,Desktop,1
USE00000769,CUST01855,SUB001855,2025-10-22,56,3,Mobile,0
USE00000770,CUST00846,SUB000846,2025-04-19,37,1,Mobile,2
USE00000771,CUST01372,SUB001372,2025-10-23,30,2,Mobile,0
